business_id,name,address,city,state,postal_code,latitude,longitude,stars,categories
bVwshpRymmsAGlmXTj-bGA,New Leaf Chinese & Japanese Cusine,2916 W Chester Pike,Broomall,PA,19008,39.983175,-75.371868,4.0,"Asian Fusion, Cantonese, Restaurants, Japanese, Chinese, Sushi Bars"
wyUcCSAhlgxNJvh1EmmobA,GoodEase - Take and Bake,3619 Silverside Rd,Wilmington,DE,19810,39.810159,-75.548461,4.5,"Do-It-Yourself Food, Breakfast & Brunch, Restaurants, Desserts, Food, Bakeries, Sandwiches"
Lzq-mUgmdLz8mVpb3gGarA,Buffalo Bell,3756 S 6th Ave,Tucson,AZ,85713,32.1784358,-110.9686162,4.0,"Chicken Wings, Burgers, Restaurants, American (Traditional)"
7CBsFEzEny_Ro833RS6Acg,Farmer's Market Deli & Grill,900 Rosa L Parks Blvd,Nashville,TN,37243,36.169445,-86.78794,3.5,"Delis, Farmers Market, Restaurants, Food, American (Traditional)"
6CpCnFzpyOV4ymhNP1AOGw,Tamalex Restaurant,1163 S 7th St,Philadelphia,PA,19147,39.933915999999996,-75.1555299,4.5,"Mexican, Honduran, Restaurants"
H-Spoc6Xb4k0ZefuSd6nSg,Taqueria el Pollito Express,5052 Murfreesboro Rd,La Vergne,TN,37086,36.0226172455,-86.5845477954,5.0,"Street Vendors, Food Trucks, Mexican, Restaurants, Food"
qiWuEwOfZDhad1kdyCDAIA,Community,1200 S 21st St,Philadelphia,PA,19146,39.9375696,-75.17882,4.5,"Gastropubs, Pubs, Bars, Nightlife, Restaurants, American (New)"
g9Jlzs__Nf2hhDjN3Drntw,My Old Place Bakery,201 Shadeland Ave,Lansdowne,PA,19050,39.94025,-75.2878383,4.0,"Bakeries, Restaurants, Bagels, Food, Donuts"
5yNyx3IZ71hAA0SeRsCNnw,Times Square Pizza Company,927 E Bloomingdale Ave,Brandon,FL,33511,27.8937241,-82.2695446,3.5,"Food, Restaurants, Pizza, Desserts, Salad, Italian"
-HSWvV_IvXtMFzApwjF6YQ,The Perky,400 Brower Ave,Phoenixville,PA,19460,40.131198085,-75.4584038258,4.0,"Barbeque, American (Traditional), Bars, Restaurants, Dive Bars, Food, Nightlife, Pool Halls"
ucDPodtTLX7LHZnigGRa4Q,James Street Tavern,2 S James St,Newport,DE,19804,39.7136175017,-75.6096559233,3.5,"Music Venues, Restaurants, Arts & Entertainment, American (Traditional), Nightlife, Bars, Sandwiches"
g3xvwZPyW95KThnc7tN79w,Hajimaru Fishtown,200 E Girard Ave,Philadelphia,PA,19125,39.9688731,-75.133491,4.5,"Restaurants, Japanese, Ramen"
QQq1LwR-X1ZdpDdYIzNh2w,Tastee Donuts,816 Clearview Pkwy,Metairie,LA,70001,29.982457,-90.180423,2.5,"Donuts, Food, Bakeries, Restaurants, Coffee & Tea, Desserts"
d3D5R3uP3BjQN6m_60nFww,Big Bad Breakfast - Franklin,"1201 Liberty Pike, Ste 101",Franklin,TN,37067,35.9224615465,-86.8157971,3.5,"Burgers, Food, Coffee & Tea, Breakfast & Brunch, Restaurants"
eMffR5NKxgf1_lSJerrh-A,Caprese Pizza House,30036 County Line Rd,Wesley Chapel,FL,33543,28.179526,-82.319557,4.0,"Restaurants, Pizza, Sandwiches, Chicken Wings, Mediterranean"
JZB7PVaS2dFb9-axZbZR8A,Bradleys Family Resturant,7613 Causeway Blvd,Tampa,FL,33619,27.9219318,-82.3702147884,3.5,"Soul Food, Restaurants, Latin American, Southern, Venezuelan"
vNUEotvnUX--fUfGWhivGQ,Bevi Seafood,236 N Carrollton Ave,New Orleans,LA,70119,29.9757657,-90.0987492,4.0,"Salad, Seafood, Food, Specialty Food, Sandwiches, Restaurants, Seafood Markets"
t99FUZpRk5eMd1G33T-05Q,Big Apple Bagels,"23908 State Road 54, Unit 1",Lutz,FL,33559,28.1853072,-82.4214836,4.0,"Bagels, Food, Sandwiches, Breakfast & Brunch, Restaurants, Coffee & Tea"
iG784T4ALySu25M0x-9rzA,Pat's Pizza & Bistro,8630 New Falls Rd,Levittown,PA,19054,40.1723378,-74.8335595,3.5,"Restaurants, Italian"
GR7eQKhHRbVWpzRsCAMfEA,Spring Garden Pizza & Restaurant,1139 Spring Garden St,Philadelphia,PA,19123,39.9620486,-75.1574284,4.5,"Breakfast & Brunch, Pizza, Restaurants"
R5cF_kxMo_R0QlPrMAElcQ,Original Joe's Restaurant & Bar,2323 Rabbit Hill Rd NW,Edmonton,AB,T6R 3K8,53.4554565,-113.5637629,3.5,"Canadian (New), Restaurants, Bars, American (Traditional), American (New), Nightlife"
9yi5Ls7ivwSXFz8BsDvW_A,Maxine's Chicken & Waffles - City Market,222 E Market St,Indianapolis,IN,46204,39.7686835,-86.153515,4.0,"Southern, Waffles, Restaurants, Soul Food, Breakfast & Brunch"
BvgxS6Nr5i7th5p1rFo2_w,Stompin' Grounds Coffee House,357 E Main St,Hendersonville,TN,37075,36.3132915,-86.5926455,4.5,"Coffee & Tea, Coffee Roasteries, Food, Restaurants, Breakfast & Brunch"
sfGRh_34UxSfz221oTqDhw,Kappy's Bar & Sandwich Place,2190 N Wilmot Rd,Tucson,AZ,85712,32.2487253,-110.8574806,4.0,"Restaurants, Bars, Nightlife, Sports Bars, Burgers, Sandwiches"
ErW5P5HJy90GNzVNpR14HQ,Espresso Express,"701 Poydras St, Ste 116",New Orleans,LA,70139,29.9503038,-90.0713499,3.0,"Breakfast & Brunch, Coffee & Tea, American (Traditional), Food, Restaurants"
OaHcc6K38XQaStonzKJ3bg,El  Chilito Loco  Mexican Restaurant,800 Jackson St,Philadelphia,PA,19148,39.9217318,-75.1601358,3.0,"Mexican, Burgers, Restaurants, Chicken Wings"
miuCbpDx1YphwfHwgaYoPA,Palm Court Italian Grill,5500 Gulf Blvd,St. Pete Beach,FL,33706,27.729233,-82.744417,4.5,"Food, Restaurants, American (New), Italian"
RI3RRpszO8ELPuxk3byS_w,Al’s Barn,3410 S Kings Ave,Brandon,FL,33511,27.8927877,-82.2936505,5.0,"Food Trucks, Food, American (New), Restaurants"
pZ96Z71pjZzys1ApmCr-PA,SIR Donair & Pizza,14210 118 Avenue NW,Edmonton,AB,T5L 2M5,53.5707781,-113.566672,4.5,"Fast Food, Donairs, Burgers, Pizza, Restaurants, Food"
LBqAH3KQEuLX5XIWLjBGnQ,Pho 9,1200 Haddonfield Rd,Cherry Hill,NJ,08002,39.920468,-75.0333347,4.0,"Restaurants, Vietnamese"
U5_T9hDfdYFWS8ahj_1Dvw,Just Salad,1729 Chestnut St,Philadelphia,PA,19103,39.9517524,-75.1698373,3.5,"Food, Vegetarian, Juice Bars & Smoothies, Wraps, Restaurants, Salad"
UrxmZEWa_zqzuuqMF4sb7Q,Cluck Yeah!,2602 S MacDill Ave,Tampa,FL,33629,27.9222411,-82.493317,3.5,"Restaurants, Chicken Shop"
H_kpPq7hIwr8UTWU8Cw8TQ,Luciana's Mexican Restaurant,1133 N State Rd 135,Greenwood,IN,46142,39.6327939,-86.1578868,4.0,"Restaurants, Mexican"
BNYs-2TLD6f0tomH0Ieq8w,The Corner Store,121 E Reynolds St,Plant City,FL,33563,28.016326,-82.122771,4.5,"Restaurants, Desserts, Coffee & Tea, Food, Soup, Sandwiches, Juice Bars & Smoothies, Grocery, Delis, Cafes"
Pifpt5uvD-kWdMrG_zwAgg,Hamburger Stand,"10185 E Old Vail Rd, Ste 101",Tucson,AZ,85747,32.0895036,-110.7749393,3.0,"Burgers, Fast Food, Restaurants, Hot Dogs"
0j_QDaoXof4Eb_lq203YiA,Supreme Pizza & Grill,1599 Rt 38,Lumberton,NJ,08048,39.982643,-74.793419,2.0,"Pizza, Chicken Wings, Italian, Restaurants"
Zre4lF64SV-apIpCx8REvw,Mascoutah Steak House,1415 McKinley St,Mascoutah,IL,62258,38.4922105,-89.8196121,3.5,"American (Traditional), Restaurants, Steakhouses, Sandwiches"
SHpkGboqOYVcdMxftZ88FQ,3 Dot Dash,6203 N Florida Ave,Tampa,FL,33604,28.003594178,-82.45911,4.5,"Restaurants, Vegetarian, American (Traditional), Vegan"
01_VHKfqXzMXpnCm8Y_InQ,Willie Jewell's Old School Bar-B-Q Big Bend,10787 Big Bend Rd,Riverview,FL,33579,27.791641,-82.329139,3.5,"Southern, Sandwiches, Barbeque, Restaurants"
GsOc2dLx08yIdTyGVggy3A,Trattoria Rosa Bianca,94 S Main St,Yardley,PA,19067,40.2404162,-74.8357491,4.0,"Restaurants, Italian"
SZuMrYAnIEut4w8AQS69Rw,Carollo's,6505 N Crescent Blvd,Pennsauken,NJ,08110,39.9618124,-75.0522057712,3.5,"Pizza, Restaurants, Chicken Wings, Salad"
r63rFmywD8j_XdXibn4-Bg,El Sombrero,6017 Nolensville Pike,Nashville,TN,37211,36.0268199326,-86.7131913622,4.0,"Restaurants, Mexican"
6FJOC5YTJOBeF6fSedqOOA,Franco's Pizza,2573 Tulip St,Philadelphia,PA,19125,39.9820407,-75.1215841,4.0,"Restaurants, Pizza"
kToD7eUKa_Dp9tHtS82sEA,Kool Runnings Jamaican Cuisine,5238 Murfreesboro Rd,La Vergne,TN,37086,36.0181416,-86.5698689,4.5,"Salad, Chicken Wings, Caribbean, Restaurants"
Jwp0yYMeQHdPaZZA4DQ7qQ,Chuan Kee Skewer,927 Race St,Philadelphia,PA,19107,39.9554945,-75.1552563,4.5,"Hot Pot, Chinese, Barbeque, Restaurants"
DdFfDwu5z7f24pp6e_q2XA,Roy Rogers,23 Park Ave,Elverson,PA,19520,40.1215077299,-75.7761088254,2.0,"Food, Fast Food, Burgers, Restaurants"
TYkFyQOlT2H2gJkrOYGAAw,Franklin Bakehouse,100 E Main St,Franklin,TN,37064,35.9265924015,-86.8664710184,4.5,"Sandwiches, Delis, Restaurants, Food, Bakeries"
2TIsl6-aCn7IVzvBJ-LhdA,Bella Pizza Cafe,100 Brown St,Delran,NJ,08075,40.0316459,-74.9731837,3.5,"Delis, Restaurants, Pizza"
aPNC0S7pt_S9iPzV_TqhjA,New Way Pizza,13128 66 Street NW,Edmonton,AB,T5C 0B1,53.5916746,-113.4435621,4.0,"Pizza, Restaurants"
sdry33zdnowRzDrWaNdcFw,Ciconte's - Swedesboro,1 Village Center Dr,Swedesboro,NJ,08085,39.758028,-75.354327,3.0,"Sandwiches, Italian, Pizza, Restaurants"
W2lUpe5OhvgdMvmWlis3yQ,The Tavern at Bayboro,120 6th Ave S,Saint Petersburg,FL,33701,27.7642182,-82.6342256,4.5,"Delis, Food, American (Traditional), Venues & Event Spaces, Bars, Pubs, Restaurants, Nightlife, Beer, Wine & Spirits, Event Planning & Services"
7dQ39yOtoQIhmHY_E9cQFQ,Flatbread & Butter,497 7th Ave N,Saint Petersburg,FL,33701,27.7795694,-82.6404097,4.0,"Bakeries, Breakfast & Brunch, Cafes, Food, Coffee & Tea, Restaurants"
xCwY3wTayU4iUOLkLCr3tg,Big Machine Distillery & Tavern,2824 Bransford Ave,Nashville,TN,37204,36.1139864,-86.7663436,4.0,"Nightlife, Food, Breakfast & Brunch, Cocktail Bars, Distilleries, Bars, Karaoke, Restaurants"
gCZG-Ysy7YkyLt47QBvaig,Oki Maki,"910 Haddonfield-Berlin Rd, Ste 7",Voorhees Township,NJ,08043,39.8479771,-74.9772242,3.5,"Ramen, Japanese, Sushi Bars, Restaurants, Noodles"
oUn_LqF4ysYIZQksrEqN1w,Sports Cafe,3579 Pennridge Dr,Bridgeton,MO,63044,38.758019,-90.436827,3.5,"Bars, Sports Bars, American (Traditional), American (New), Restaurants, Pizza, Nightlife"
0_J_SEJLxSjHcFfGgWeWow,High Street Caffe,322 S High St,West Chester,PA,19382,39.9565904,-75.6015764,4.0,"Restaurants, Cajun/Creole, Southern"
ws6TIgXXA-5RSHRrMBEktA,Curry Leaf Indian Cuisine,294 Main St,Harleysville,PA,19438,40.266403,-75.378382,4.5,"Pakistani, Indian, British, Vegan, Desserts, Buffets, Restaurants, Soup, Food, Vegetarian"
jTtevJb0gQhcz1jCVTe16Q,The Highlands at Dove Mountain,4949 W Heritage Club Blvd,Marana,AZ,85658,32.447624,-111.071374,4.0,"Active Life, Golf, Shopping, Sporting Goods, Restaurants, American (Traditional), Golf Equipment"
eOgIV1HZNbMmogTsSNZdUA,The New Berlin Diner,117 S White Horse Pike,Berlin,NJ,08009,39.793693,-74.93079,4.0,"Restaurants, Breakfast & Brunch, Diners"
tU692E8N0xBQ7Ogc78gN2g,Bongo East + GamePoint,107 S 11th St,Nashville,TN,37206,36.1770378,-86.7496909,4.0,"Sandwiches, Cafes, Coffee & Tea, Tabletop Games, Food, Restaurants, Desserts, Shopping, Bakeries"
-xV7aMI1PHEaXPLCA5H2ew,Pio's Restaurant and Cocktail Lounge,403 1st Capitol Dr,Saint Charles,MO,63301,38.780593,-90.485965,3.0,"Fast Food, Pizza, Nightlife, Italian, Bars, Restaurants, Seafood, Steakhouses, Lounges, Event Planning & Services, Venues & Event Spaces"
I78uVw9js9QhgFGAj8nFjQ,Rey Bagel Bistro,101 NJ-73,Marlton,NJ,08053,39.890689,-74.928071,4.0,"Bagels, Restaurants, Breakfast & Brunch, Salad, Mexican, Food"
hkaS8jWbnK0R5uPzQjTZwQ,Illinois Street Food Emporium,5550 N Illinois St,Indianapolis,IN,46208,39.8537016,-86.1597161,4.0,"Bakeries, Food, Restaurants, Cafes, Caterers, Event Planning & Services"
7OC_kL9FajIxa1oaEcEONA,JWB Grill,425 Rep John Lewis Way S,Nashville,TN,37203,36.155507,-86.7756933436,4.0,"American (New), Breakfast & Brunch, Seafood, Restaurants, Southern, Comfort Food"
FxBwl9Grthz-75q8xemfxQ,Taco Bus,3611 W Bearss Ave,Tampa,FL,33618,28.0850379,-82.5014795,1.5,"Mexican, Restaurants, Tacos"
17xOCrWgZwT4iAx-24NETw,Pointer's,1023 S Big Bend Blvd,Richmond Heights,MO,63117,38.6343408,-90.3189149,3.5,"Restaurants, Pizza"
ZH-D4qbLggBSvwpF0zXrQQ,The Original Pancake House,5900 W Fariview Ave,Boise,ID,83704,43.6192456,-116.2546881,4.0,"Breakfast & Brunch, Restaurants"
A8XLqpOuZzcwfPtrmS97SQ,John P Fields,15 N Central Ave,Clayton,MO,63105,38.6508270769,-90.3383987907,3.5,"Irish, Restaurants, Salad, Bars, Sports Bars, Nightlife, American (Traditional), Breakfast & Brunch, Pubs"
JY4OWvQQWmstlVBkkw2HHw,Sunshine Restaurant,901 Pennington Ave,Trenton,NJ,08618,40.2398227,-74.7756512,4.5,"Caribbean, Restaurants, American (Traditional)"
WtricvFerl2E0O-iGRLUAw,Dragon Buffet,12724 137 Avenue NW,Edmonton,AB,T5L 4Y8,53.6002656,-113.5420245,3.0,"Chinese, Restaurants, Buffets"
SYt5vLiLkNCkYfN5CCqVFg,Oriental Chinese,1800 S Broad St,Philadelphia,PA,19148,39.9280019,-75.1692901,3.0,"Restaurants, Chinese"
uIlFxzyoJy7ud9j12aK7MA,DJ Kitchen,4040 City Ave,Philadelphia,PA,19131,40.0074349,-75.2124437,4.5,"Restaurants, Chinese, Noodles, Dim Sum, Bubble Tea, Food, Szechuan"
GvLJDYT797K2utTSH-ZpKw,Sportsman's Grille,5405 Harding Pike,Nashville,TN,37205,36.0996407,-86.8709412,3.5,"Restaurants, American (Traditional), Sports Bars, Burgers, Bars, Nightlife"
1w40T5J6br425rMvpS1zgQ,La Cocina del Cafe,1500 S Broad St,Philadelphia,PA,19146,39.9316737,-75.1684579,5.0,"Coffee & Tea, Food, Bubble Tea, Restaurants, Cafes, Mexican, Latin American, Breakfast & Brunch"
Ul7iiiIR7AXcI6ta06SkjQ,Taj Indian Cuisine,2734 E Fowler Ave,Tampa,FL,33612,28.0558865,-82.4293019,3.5,"Restaurants, Indian"
EQ-TZ2eeD_E0BHuvoaeG5Q,Milktooth,534 Virginia Ave,Indianapolis,IN,46203,39.7591692208,-86.146494347,4.0,"Beer, Wine & Spirits, Cafes, Coffee & Tea, Restaurants, Food, Breakfast & Brunch, American (New)"
kYFJQDMHsubrwDfRpEfDTA,Lucky Dogs,517 Gravier St,New Orleans,LA,70130,29.9508859,-90.0680892,3.5,"Restaurants, Hot Dogs"
CUy8-Jc2T3NPmFenr242Kg,Taco Loco Latin Food,2006 W Reynolds St,Plant City,FL,33563,28.014873,-82.14411,4.0,"Mexican, Food Delivery Services, Restaurants, Food"
XCY5mYQv-6Y-uOZEOgOhiQ,Forty Five Degrees,765 Massachusetts Ave,Indianapolis,IN,46204,39.7772819643,-86.1454630466,4.0,"Chinese, Restaurants, Sports Bars, Sushi Bars, Nightlife, American (New), Japanese, Bars"
CqL9aYc4_6YFiYVrq415Jg,Lourdas Greek Taverna,50 N Bryn Mawr Ave,Bryn Mawr,PA,19010,40.0218896,-75.3163235,3.5,"Mediterranean, Restaurants"
ELQ-Yojhsm4AisJ_UwmJiw,Stephon's Mobile Bistro,,Reno,NV,89512,39.5265673383,-119.8161817342,3.5,"Food, Event Planning & Services, Sandwiches, Food Trucks, Restaurants, Caterers"
99e7bysta1myyrQogFEWUQ,Dock Street Brewery,701 S 50th St,Philadelphia,PA,19143,39.9477306374,-75.2227761947,4.0,"Beer, Wine & Spirits, Restaurants, Breweries, Pizza, Local Flavor, American (New), Vegetarian, Food, Brewpubs"
YOmh25YRJSDuGqt7zjEHEA,Gondola House Pizzeria,4613 Lebanon Pike,Hermitage,TN,37076,36.2146451,-86.596457,4.5,"Italian, Pizza, Restaurants, Local Flavor"
gKTZZoP7ODMpdDIA2LXalQ,Sazón de Panamá,5299 E 38th St,Indianapolis,IN,46218,39.82522,-86.078957,4.5,"Soup, Restaurants, Salad, Breakfast & Brunch, Chicken Wings"
dOk9uk7GKqKr7e4juSiEfg,Bubba's 33,9770 North By Ne Blvd,Fishers,IN,46037,39.93009,-86.026007,4.0,"American (Traditional), Bars, Sandwiches, Nightlife, Salad, Restaurants, Burgers, Pizza, Sports Bars"
DwEHeY-1Cs9GV-S97wzVhA,Zesto Pizza & Grill,"6024 Ridge Ave, Ste 104",Philadelphia,PA,19128,40.0322466,-75.2141304,4.0,"Pizza, Food, Restaurants, Sandwiches"
Z11o6dfn_z57CgqEd0iqNg,Broken Goblet Brewing,2500 State Rd,Bensalem,PA,19020,40.072159,-74.9399661,4.5,"Food, Food Trucks, Lounges, Brasseries, Hot Dogs, Restaurants, Bars, Nightlife, Breweries, Local Flavor"
l0OQevlLMwVr9p-iIk_9nw,The Lucky Accomplice,2501 S Jefferson Ave,St. Louis,MO,63104,38.6062076651,-90.223206,4.5,"Restaurants, Bars, Nightlife, Gastropubs, Cocktail Bars"
Eyhku3u639xTM27UdL-ksQ,Caffeina Roasting Company,4774 W State St,Boise,ID,83703,43.6499243,-116.2480976,4.0,"Coffee & Tea, Bakeries, Cafes, Breakfast & Brunch, Coffee Roasteries, Restaurants, Food"
_ju1BXAF5g5QtAFfZZKO1g,Brew Ha Ha,3838 Kennett Pike,Greenville,DE,19807,39.776089,-75.596779,4.0,"Food, Breakfast & Brunch, American (New), Restaurants, Coffee & Tea"
sGMdX8Nfc5OttDsxX1QxQw,The Virtual Galaxy,291 Shiloh Crossing Dr,Avon,IN,46123,39.7674208,-86.3397456,5.0,"Arcades, Event Planning & Services, Arts & Entertainment, Restaurants, Party & Event Planning, Cafes, Virtual Reality Centers"
ELY0HI8GDEx0jkmREVna0A,Frankford Hall,1210 Frankford Ave,Philadelphia,PA,19125,39.969439,-75.134647,4.0,"German, Restaurants, Nightlife, Food, Bars, Pretzels, Beer Gardens, Pubs"
sYA8jpR7Op9IfjVDoI0DTw,Shige Express,"520 S Meridian Rd, Ste 90A",Meridian,ID,83642,43.600465,-116.393173,3.0,"Japanese, Sushi Bars, Restaurants"
57Vny0AxGdEQBETfd7xU4A,Chopstix Asian Diner,"3820 S Palo Verde, Ste 101",Tucson,AZ,85714,32.1774317,-110.9185309,3.0,"Restaurants, Diners, Dim Sum, Buffets, Seafood, Asian Fusion, Soup, Chinese"
zNgXGBtIYJWL5rNhSjkczw,A Taste of Vietnam,"975 Broadmoor Boulevard, Suite 56",Sherwood Park,AB,T8A,53.5403301427,-113.3229174839,3.5,"Restaurants, Vietnamese"
PKu0nwP5rT6QhKgzlXX7_w,ASO Ramen,"8395 E 116th St, Ste 125",Fishers,IN,46038,39.9562926918,-86.0196067914,3.5,"Japanese, Noodles, Restaurants, Ramen"
Tyub4uN0yku6wyS1JWMejA,Wrap It Up,"6633 S Virginia St, Ste B",Reno,NV,89511,39.4656818,-119.7840971,4.5,"Greek, Desserts, Mediterranean, American (New), Wraps, Specialty Food, Restaurants, Food"
UfWjaifeYmyldKxlEYI9cg,11 Chicks,199 Dr Mlk Jr St N,Saint Petersburg,FL,33701,27.7732754,-82.6464653,4.5,"Latin American, Restaurants, Venezuelan"
wY1kNLhJmt8bXPca-gNjIg,Wing Lee Cuisine,"537 Easton Rd, Ste 3",Horsham,PA,19044,40.184089,-75.133408,4.0,"Chinese, Restaurants, Barbeque"
pdve_-WVRC8V5XWzwHgchw,Steve's Pizzeria,8830 N Himes Ave,Tampa,FL,33614,28.0355115,-82.5011411,3.5,"Sandwiches, Pizza, Restaurants, Salad, Diners"
tGQytMbOXDdZS_OSK9hkBw,Louie's California Bistro,1404 De La Vina St,Santa Barbara,CA,93101,34.4234023,-119.7091656,4.0,"Restaurants, Sandwiches, American (New)"
T3Bbtht3jO2izyO6f6W8bg,Tiki Docks River Bar & Grill,10708 Palmetto St,Riverview,FL,33569,27.8680262749,-82.326116,3.5,"Tiki Bars, Restaurants, Salad, Nightlife, Bars"
WP9GAuhvmUhm8MAxMqhgrQ,Indian Kitchen Lovash,236 South St,Philadelphia,PA,19147,39.94126,-75.1470703,3.5,"Beer, Wine & Spirits, Gluten-Free, Salad, Vegan, Nightlife, Desserts, Event Planning & Services, Halal, Caterers, Pakistani, Bars, Food, Restaurants, Indian, Vegetarian, Cocktail Bars"
JfKe2LI_1F8NhqOsKzHggg,Cafe Roma Bakery,6147 Ridge Ave,Philadelphia,PA,19128,40.0350573,-75.2162958,4.5,"Restaurants, Food, Bakeries, Donuts"
qq0A_V6VDrrNv3ysThskig,ShopRite of Brooklawn,Rte 130 & Browning Rd,Brooklawn,NJ,08030,39.8783009947,-75.110850116,2.0,"Pharmacy, Bakeries, Delis, Grocery, Health & Medical, Restaurants, Food"
EK4lynYPnlI_dqvWDVaOfw,Little Caesar's Pizza,4922 S Emerson Ave,Indianapolis,IN,46203,39.695689,-86.0833906,3.0,"Restaurants, Pizza"
iQ3DcP5RuQdKrKphx-r0aw,Jumbo & Delicious,110 Imperial Blvd,Hendersonville,TN,37075,36.30113,-86.632557,4.5,"Sandwiches, Burgers, Restaurants"
Lpzofxs_5GdRKIfvFcjTjg,Hangar 58,5860 Fortune Cir W,Indianapolis,IN,46241,39.7263032,-86.2630763,3.5,"Chicken Wings, American (Traditional), Restaurants, Pizza"
9e_rrzyTolsH1RUXHOvsMA,Circles Contemporary Thai,812 N 2nd St,Philadelphia,PA,19123,39.9633982,-75.1411529,3.5,"Food, Ethnic Food, Restaurants, Thai, Asian Fusion, Specialty Food, Vegetarian"
3wLmMcYDXWkiAjLCFAxg3w,Pho Huong & Mama Pizza,10531 107 Avenue NW,Edmonton,AB,T5H 0W3,53.5510949,-113.502389,4.0,"Pizza, Restaurants, Vietnamese, Steakhouses"
-2YZIUArmrIMVVBi8CT47w,Tandoor Indian Cuisine,805 E Brandon Blvd,Brandon,FL,33511,27.9371755,-82.2730687,4.5,"Indian, Restaurants"
YC0tzRnL0Y4ogmuUOZPgkA,Chicago Grill,3909 Gravois Ave,St. Louis,MO,63116,38.591529,-90.2517529,3.0,"American (New), Restaurants"
8JwafFqgloTVXkk94LGqag,Shop Mark Supermarket,2522 W Lehigh Ave,Philadelphia,PA,19132,39.996104,-75.1731727,3.5,"Meat Shops, Grocery, Food, Specialty Food, Food Delivery Services, Seafood, Restaurants"
RIQ5ALCz1-oi98ViCO7kgQ,La Baguette Parisienne,7851 E Broadway Blvd,Tucson,AZ,85710,32.2224094,-110.8251207,4.5,"Bakeries, Food, Restaurants"
hv9qzqMK9UojjMgc0W6nRg,Vagrant Coffee,4435 Baltimore Ave,Philadelphia,PA,19104,39.9493349729,-75.2126938,3.0,"Food, Coffee & Tea, Restaurants, Salad, Sandwiches"
20bDKq5stYIKetpX_KciXg,The Classy Cow Food Joint,525 Beckett Rd,Logan Township,NJ,08085,39.7597371892,-75.3546714246,4.5,"Burgers, Sandwiches, Restaurants"
du_S7xJY6WPxXcSzYb_pCw,The Store PoBoys & More,901 Veterans Memorial Blvd,Metairie,LA,70005,30.0020398,-90.1321374,4.5,"Breakfast & Brunch, Restaurants, Sandwiches"
wCluBbW9nzS7MEMFltMwJw,Tasties,1212 N 52nd St,Philadelphia,PA,19144,39.9717941,-75.2261989,2.5,"Food, Imported Food, Food Trucks, Desserts, Seafood, Steakhouses, Ethnic Food, Sandwiches, Soul Food, Specialty Food, Restaurants"
RGfMW1B7855enWvaOPPNHA,La Giraldilla Hanley Inc,8218 Hanley Rd,Tampa,FL,33634,28.023913238,-82.5625700562,3.0,"Restaurants, Cuban"
c9vCfF7sruhLHo0Nrvr27Q,Mangosteen,656 Central Ave,St. Petersburg,FL,33701,27.7708732,-82.6426681,4.5,"Asian Fusion, Restaurants"
dYk3vGMfFIpDpeC_qhEpmw,Luigi's Pizza Fresca Burlington,1700 Columbus Rd,Burlington,NJ,08016,40.079957,-74.8190995,4.0,"Sandwiches, Specialty Food, Restaurants, Pasta Shops, Food, Italian, Pizza"
0-BLZd37lMUODMuYAtKgkA,Moby's,5655 W Valencia Rd,Tucson,AZ,85757,32.1312887,-111.0868383,2.5,"American (Traditional), Diners, Restaurants, Breakfast & Brunch, Sandwiches"
FJgyRtknHwfQLLMFl5G86A,Chiccarine's Restaurant,474 Swamp Pike,Schwenksville,PA,19473,40.2588835,-75.5433867,3.5,"Restaurants, American (Traditional), Bars, Nightlife, Italian"
kIjA2GCgjB2FjcvqTZ88Dw,Greens & Things,4709 N Shadeland Ave,Indianapolis,IN,46226,39.8424914485,-86.0456464067,3.5,"Barbeque, Restaurants, Soul Food"
cunSJWc4s4A2kbbnFoYBow,ShopRite of Front & Olney,101 E Olney Ave,Philadelphia,PA,19120,40.038997,-75.118643,2.0,"Food, Grocery, Shopping Centers, Event Planning & Services, Specialty Food, Caterers, Delis, Bakeries, Flowers & Gifts, Shopping, Florists, Restaurants, Fruits & Veggies"
FwtUXIQF3JB_03J5l8l_SA,CC’s Vegan Spot,4993 Loughborough Ave,Saint Louis,MO,63109,38.5718322,-90.2876206,5.0,"Desserts, Restaurants, Food, Pretzels, Health Markets, Wraps, Vegan, Specialty Food, Sandwiches, Gluten-Free"
oinV9xrSkR3b_T8sK1nsqg,Bibi Ji,734 State St,Santa Barbara,CA,93101,34.4195327202,-119.6991314739,3.5,"Wine Bars, Restaurants, Indian, Australian, Bars, American (New), Nightlife"
-3-6BB10tIWNKGEF0Es2BA,The 81 Hong Kong Cafe,"625 E Wetmore Rd, Ste 109",Tucson,AZ,85705,32.2885403,-110.9631443,4.0,"Coffee & Tea, Asian Fusion, Food, Bubble Tea, Hong Kong Style Cafe, Taiwanese, Restaurants, Chinese"
r3X75SK37buS94mDls3q_Q,Real Food Eatery,207 S 16th St,Philadelphia,PA,19102,39.9493695,-75.1675666,4.5,"Vegan, Gluten-Free, Salad, Restaurants, American (Traditional)"
q_fvK1U95dwKebz6JDRSxg,Brothers Noodles,5605 E Speedway Blvd,Tucson,AZ,85712,32.2365859,-110.872496,3.5,"Chinese, Restaurants, Noodles"
R8Jue3SLDadcgM7JrEHFTQ,Dragon Garden,4912 Charlotte Ave,Nashville,TN,37209,36.1521701,-86.846643,2.5,"Restaurants, Chinese"
